trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
337,7304,7482,179,0.6390649198954528,1.5790090100648737,bicycle,StraightCross,No violation of traffic lights
338,7304,7482,179,0.6284868720905201,1.6355740069823403,bicycle,StraightCross,No violation of traffic lights
339,7308,7824,517,1.8720703682564352,4.819023138064593,car,StraightCross,No violation of traffic lights
340,7339,7845,507,1.7704256737262625,4.001963155853027,car,StraightCross,No violation of traffic lights
343,7489,7687,199,0.8042844700201159,1.8193495239057575,motorcycle,StraightCross,red-light running
344,7500,7556,57,1.733224674788021,4.213166583901754,car,StraightCross,No violation of traffic lights
350,7654,7761,108,0.745711205004141,1.7191735591061852,motorcycle,StraightCross,red-light running
351,7672,7805,134,1.6417903669535523,3.90210127175675,car,StraightCross,No violation of traffic lights
352,7698,7862,165,1.9849822202701097,5.114949415419824,car,StraightCross,No violation of traffic lights
353,7775,7843,69,1.9824059939323755,4.955555977801901,car,StraightCross,No violation of traffic lights
354,7784,8003,220,1.1426644746318373,2.5672084989996775,tricycle,StraightCross,No violation of traffic lights
357,7878,7956,79,1.4775240034262593,2.6077594707846408,tricycle,StraightCross,No violation of traffic lights
358,7888,8005,118,0.8676940503742064,1.4619069235722795,motorcycle,StraightCross,No violation of traffic lights
359,7890,8111,222,0.6814913835209082,1.6311374616424468,bicycle,StraightCross,No violation of traffic lights
361,7968,8098,131,1.7797878034739218,4.12004887438334,car,StraightCross,No violation of traffic lights
364,8021,8536,516,1.9042902109867719,5.13428342602551,car,StraightCross,No violation of traffic lights
367,8064,8200,137,0.7451975769585233,1.7213266205730573,motorcycle,StraightCross,red-light running
368,8111,8166,56,0.7725312342479207,1.872912897312528,motorcycle,StraightCross,No violation of traffic lights
369,8131,8227,97,1.7824207953802467,4.653654355488524,car,StraightCross,No violation of traffic lights
371,8195,8265,71,1.8154889835767154,4.657168859868685,car,StraightCross,No violation of traffic lights
372,8198,8326,129,0.6337598769445063,1.6739058530084208,bicycle,StraightCross,No violation of traffic lights
373,8221,8520,300,1.907945233185955,4.878091546103197,car,StraightCross,No violation of traffic lights
376,8269,8557,289,1.9579304937049342,5.176970196889145,car,StraightCross,No violation of traffic lights
379,8340,8481,142,0.6811412653789234,1.373983234572807,motorcycle,StraightCross,red-light running
381,8466,8822,357,0.7281385565283125,1.7226986715335528,bicycle,StraightCross,No violation of traffic lights
386,8491,8589,99,0.8224777512213047,2.2913048338979585,motorcycle,StraightCross,No violation of traffic lights
389,8584,8686,103,0.6582732990082496,1.5926173817580866,motorcycle,StraightCross,No violation of traffic lights
390,8620,8761,142,0.654506623630226,1.7298143445264889,motorcycle,StraightCross,No violation of traffic lights
392,8720,9008,289,0.7462273772507257,1.5955216809477546,bicycle,StraightCross,red-light running
394,8751,9057,307,0.7082894910127803,1.679415787979704,bicycle,StraightCross,red-light running
395,8752,9114,363,0.7059091466998781,1.6571885827383834,bicycle,StraightCross,red-light running
398,8809,9066,258,0.5979185371236484,1.6461219469815576,bicycle,StraightCross,red-light running
399,8832,8956,125,0.6536292304916145,1.64158676722478,bicycle,StraightCross,No violation of traffic lights
401,8864,9333,470,0.8503089126835013,1.0637803115449642,bicycle,StraightCross,No violation of traffic lights
405,8953,9004,52,1.8720003610080798,4.575197203484101,car,StraightCross,No violation of traffic lights
408,9015,9144,130,0.6376165540097615,1.6236966510043584,bicycle,StraightCross,No violation of traffic lights
